uniqsubs,actvsubs,new_cell,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,forgntvl,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,rev_Mean,mou_Mean,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean,vceovr_Mean,datovr_Mean,roam_Mean,change_mou,change_rev,drop_vce_Mean,drop_dat_Mean,blck_vce_Mean,blck_dat_Mean,unan_vce_Mean,unan_dat_Mean,plcd_vce_Mean,plcd_dat_Mean,recv_vce_Mean,recv_sms_Mean,comp_vce_Mean,comp_dat_Mean,custcare_Mean,ccrndmou_Mean,cc_mou_Mean,inonemin_Mean,threeway_Mean,mou_cvce_Mean,mou_cdat_Mean,mou_rvce_Mean,owylis_vce_Mean,mouowylisv_Mean,iwylis_vce_Mean,mouiwylisv_Mean,peak_vce_Mean,peak_dat_Mean,mou_peav_Mean,mou_pead_Mean,opk_vce_Mean,opk_dat_Mean,mou_opkv_Mean,mou_opkd_Mean,drop_blk_Mean,attempt_Mean,complete_Mean,callfwdv_Mean,callwait_Mean,months,handset_months,hs_bin,usage_trend,revenue_trend,overage_share,dropblk_rate,care_per_mou,rev_per_sub
1,1,0.0,0.0,3464,9074.0,1220.38,1162.54,8834.0,3390,48.44,368.08,141.25,38,22,19,109.0,51.0,26.0,0.0,0.0,0.0,0.0,29.98999023,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097.0,18.4225,45.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,-0.1725,0.666666667,0.0,1.0,0.0,6.666666667,0.0,30.33333333,0.0,4.666666667,0.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,21.96333333,0.0,6.2,0.0,0.0,0.0,0.0,21.0,0.0,21.3,0.0,5.666666667,0.0,6.863333333,0.0,1.666666667,30.33333333,22.0,0.0,0.0,36,36.56666666666667,0.0,0.4838709677419355,-0.008881451924314583,0.0,0.0531914893779991,0.0,9.21125
1,1,0.0,0.0,4319,7676.0,1069.86,1018.25,7676.0,4319,53.59,404.0,227.32,564,291,59,487.0,268.0,56.0,0.0,0.0,0.0,0.0,149.9899902,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,54.765,560.75,49.8275,0.7425,36.5,10.95,10.95,0.0,0.745,-10.75,-12.795,7.666666667,0.0,3.666666667,0.0,89.66666667,0.0,284.6666667,0.0,98.0,0.0,186.6666667,0.0,14.0,24.66666667,16.83666667,58.66666667,0.333333333,229.2166667,0.0,146.05,76.0,79.3,21.33333333,56.26333333,105.6666667,0.0,161.67,0.0,159.0,0.0,213.5966667,0.0,11.33333333,284.6666667,186.6666667,0.0,1.333333333,20,3.066666666666667,0.0,-0.01913662661326213,-0.22944499237873217,0.19635972384111897,0.03967327886351537,0.024922118380062305,27.3825
1,1,0.0,0.0,2369,6452.0,431.71,365.7,6428.0,2357,40.63,714.22,261.89,756,313,39,793.0,296.0,42.0,0.0,0.0,0.0,0.0,99.98999023,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,39.965,763.0,44.99,0.0,2.5,0.975,0.0,0.975,0.0,20.0,2.925,3.0,0.0,7.0,0.0,62.0,0.0,322.3333333,1.0,46.33333333,0.0,251.3333333,1.0,4.0,4.666666667,3.17,17.33333333,0.0,378.0233333,2.453333333,117.8433333,57.66666667,45.43,7.333333333,17.74,61.0,0.0,128.5766667,0.0,235.6666667,1.0,367.2866667,2.453333333,10.0,323.3333333,252.3333333,0.0,1.666666667,11,10.233333333333333,0.0,0.02617801047120419,0.0714024166971805,0.023800805565726838,0.03083247687881115,0.005235602094240838,19.9825
1,1,0.0,0.0,4579,8284.0,825.0,751.77,8268.0,4568,53.7,590.57,326.29,667,355,56,651.0,357.0,57.0,0.0,0.0,0.0,0.0,79.98999023,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,53.795,637.75,49.99,0.0,21.25,7.4575,7.2625,0.195,0.0975,-88.75,-7.555,3.333333333,0.0,1.0,0.0,39.33333333,0.0,247.6666667,0.333333333,120.3333333,0.0,204.3333333,0.333333333,0.666666667,1.0,0.866666667,74.0,0.333333333,250.35,0.343333333,141.2966667,29.0,22.89333333,5.0,6.806666667,156.0,0.333333333,185.3966667,0.343333333,168.3333333,0.0,206.2533333,0.0,4.333333333,248.0,204.6666667,0.0,2.0,15,15.566666666666666,0.0,-0.13894324853228962,-0.13787754357149373,0.13609818414088876,0.0174029451124498,0.001043705153816047,26.8975
1,1,0.0,0.0,2657,7024.0,853.75,793.32,7018.0,2655,72.12,638.0,241.36,1170,434,100,876.0,339.0,95.0,0.0,0.0,0.0,0.0,99.98999023,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,101.54,1147.75,52.7175,2.475,146.5,55.075,55.075,0.0,3.7725,-67.75,6.08,14.33333333,0.0,20.33333333,0.0,138.0,0.333333333,452.0,0.333333333,97.33333333,0.0,282.6666667,0.0,3.0,9.0,7.446666667,41.66666667,0.0,493.1666667,0.0,268.3866667,74.66666667,96.34,11.0,43.80333333,180.6666667,0.0,316.0266667,0.0,196.0,0.0,445.5166667,0.0,34.66666667,452.3333333,282.6666667,0.0,9.333333333,12,5.566666666666666,0.0,-0.05897714907508161,0.059293934074507504,0.5371074702555101,0.0764705882482699,0.0026115342763873774,50.77
1,1,0.0,0.0,3685,10525.0,701.09,627.86,10494.0,3668,57.08,954.0,333.45,857,310,56,1063.0,369.0,61.0,0.0,0.0,0.0,0.0,79.98999023,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,57.4025,868.0,59.99,3.7125,0.0,0.0,0.0,0.0,0.0,34.0,2.7675,6.0,0.0,5.333333333,0.0,86.0,0.0,312.6666667,0.0,84.0,0.0,217.6666667,0.0,1.666666667,5.666666667,4.636666667,39.66666667,0.0,407.87,0.0,209.39,51.0,29.69,3.333333333,10.0,150.6666667,0.0,252.23,0.0,148.6666667,0.0,365.0366667,0.0,11.33333333,312.6666667,217.6666667,0.0,8.333333333,13,0.8333333333333334,0.0,0.039125431530494824,0.0473866700911776,0.0,0.03613177469329099,0.0019179133107019564,28.70125
1,1,0.0,0.0,510,1689.0,418.97,333.09,1689.0,510,47.58,241.29,72.86,252,75,40,228.0,69.0,48.0,0.0,0.0,0.0,0.0,149.9899902,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,56.905,400.75,39.905,0.0,42.5,17.0,17.0,0.0,0.0,446.25,51.085,2.0,0.0,2.333333333,0.0,17.33333333,0.0,72.66666667,0.0,12.33333333,0.0,51.33333333,0.0,0.0,0.0,0.0,4.0,0.0,97.83333333,0.0,28.27333333,3.0,2.036666667,2.0,9.136666667,48.66666667,0.0,91.16666667,0.0,14.66666667,0.0,34.94,0.0,4.333333333,72.66666667,51.33333333,0.0,0.0,8,7.8,0.0,1.1107654013690105,0.8822208790259909,0.2935843191434246,0.05882352940457812,0.0,28.4525
2,2,0.0,0.0,588,1111.0,333.65,268.13,1099.0,578,38.3,157.0,82.57,63,36,20,144.0,74.0,36.0,0.0,0.0,0.0,0.0,99.98999023,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,22.1725,63.25,20.9825,0.0,2.25,0.8975,0.8,0.0975,0.2925,-0.25,7.6275,1.0,0.0,0.0,0.0,8.333333333,0.0,28.0,0.333333333,12.66666667,0.0,19.0,0.333333333,1.333333333,1.333333333,0.093333333,8.666666667,0.0,12.90333333,0.026666667,10.17666667,1.0,0.303333333,0.0,0.0,21.66666667,0.333333333,18.01666667,0.026666667,6.666666667,0.0,5.063333333,0.0,1.0,28.33333333,19.33333333,0.0,0.333333333,9,8.166666666666666,0.0,-0.0038910505836575876,0.32916172186859427,0.038731254720034525,0.03409090909478306,0.020752269774319064,7.390833333333333
1,1,0.0,0.0,3570,31913.0,1445.25,1339.97,31909.0,3568,121.82,2900.82,324.36,1720,226,74,2597.0,289.0,90.0,0.0,0.0,0.0,0.0,199.9899902,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,67.0075,1359.25,43.135,0.99,68.0,27.2,27.2,0.0,0.6825,-1083.25,-20.8675,6.0,0.0,0.666666667,0.0,49.0,0.0,161.6666667,0.0,78.66666667,0.0,108.0,0.0,6.0,15.0,11.42,46.33333333,0.666666667,462.9733333,0.0,321.78,38.0,191.6,21.66666667,196.8233333,82.33333333,0.0,244.1033333,0.0,88.33333333,0.0,540.65,0.0,6.666666667,161.6666667,108.0,0.0,1.0,12,12.366666666666667,0.0,-0.7963609630582613,-0.3068411572253061,0.39995588721832154,0.04098360655102795,0.0044109538687741225,33.50375
2,2,0.0,0.0,5875,9329.0,2349.01,2282.74,9258.0,5835,69.17,280.55,176.82,346,210,83,341.0,206.0,84.0,0.0,0.0,0.0,0.0,99.98999023,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,82.8225,350.5,85.0,1.485,0.25,0.0975,0.0,0.0975,0.0,13.5,0.3975,0.333333333,0.0,4.0,0.0,18.66666667,0.333333333,161.0,1.0,74.33333333,0.0,138.3333333,0.666666667,0.0,0.0,0.0,47.0,0.0,115.7366667,0.433333333,80.52333333,72.33333333,50.35333333,29.33333333,35.22,147.0,0.666666667,138.8666667,0.433333333,65.33333333,0.0,57.39333333,0.0,4.333333333,162.0,139.0,0.0,3.0,34,12.566666666666666,0.0,0.03840682788051209,0.004742163500253512,0.0011631721793074652,0.02658486707361963,0.0,27.6075
1,1,0.0,0.0,190,492.0,849.86,764.98,490.0,188,63.75,40.83,15.67,2,2,68,9.0,7.0,68.0,0.0,0.0,0.0,0.0,29.98999023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,67.99,15.5,69.99,0.0,0.0,0.0,0.0,0.0,0.0,39.5,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,2.333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.346666667,0.0,0.0,2.0,0.346666667,0.0,0.0,1.666666667,0.0,0.33,0.0,0.333333333,0.0,0.016666667,0.0,0.0,2.333333333,2.0,0.0,0.0,13,12.766666666666667,0.0,2.393939393939394,0.0,0.0,0.0,0.0,33.995
1,1,0.0,0.0,2723,15968.0,1508.51,1476.51,15968.0,2723,61.52,665.33,113.46,923,153,56,1024.0,151.0,56.0,0.0,0.0,0.0,0.0,149.9899902,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,58.125,1029.0,59.99,0.495,3.5,1.4,1.4,0.0,0.0,317.0,5.685,0.666666667,0.0,3.666666667,0.0,43.33333333,0.0,177.0,0.0,37.33333333,0.0,130.0,0.0,7.0,10.33333333,6.18,9.666666667,0.0,474.2266667,0.0,362.2066667,12.33333333,21.12,0.666666667,14.41666667,78.66666667,0.0,238.4833333,0.0,88.0,0.0,597.9566667,0.0,4.333333333,177.0,130.0,0.0,0.666666667,25,5.866666666666666,0.0,0.30776699029126214,0.0961522198731501,0.023678646934460885,0.024344569286516852,0.006796116504854369,29.0625
2,2,0.0,0.0,1947,4777.0,836.25,770.07,4670.0,1906,77.01,467.0,190.6,760,321,130,590.0,245.0,110.0,0.0,0.0,0.0,0.0,59.98999023,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,115.355,802.5,60.3125,0.2475,156.5,54.795,54.6,0.195,0.0,126.5,-43.985,24.0,0.0,15.33333333,0.0,39.33333333,2.333333333,249.3333333,3.0,114.0,0.0,178.0,0.666666667,0.0,0.0,0.0,51.0,0.333333333,235.9833333,0.04,220.1766667,82.66666667,84.87333333,57.66666667,121.0666667,103.3333333,0.666666667,145.1966667,0.04,181.3333333,0.0,310.9566667,0.0,39.33333333,252.3333333,178.6666667,0.0,7.666666667,11,5.6,0.0,0.15743621655258244,-0.3780241502298999,0.47092948304756993,0.15526315790200831,0.0,38.45166666666667
1,1,0.0,0.0,2094,7550.0,744.61,664.63,7532.0,2082,60.42,684.73,189.27,268,103,55,292.0,113.0,52.0,0.0,0.0,0.0,0.0,129.9899902,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,41.54,267.25,29.9925,0.2475,47.0,18.8,18.8,0.0,0.0,-1.25,-41.54,12.66666667,0.0,8.333333333,0.0,39.0,0.0,127.3333333,0.0,33.0,0.0,69.66666667,0.0,0.0,0.0,0.0,16.66666667,0.0,134.36,0.0,42.54333333,18.66666667,11.87333333,0.333333333,0.506666667,59.33333333,0.0,121.77,0.0,32.33333333,0.0,55.13333333,0.0,21.0,127.3333333,69.66666667,0.0,0.333333333,12,11.266666666666667,0.0,-0.004659832246039142,-0.9764927127409497,0.4419370004701458,0.1636363636788666,0.0,20.77
2,2,0.0,0.0,1808,4109.0,1030.67,970.69,4089.0,1797,57.1,240.53,105.71,639,224,172,406.0,154.0,101.0,0.0,0.0,0.0,0.0,129.9899902,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,141.4525,654.5,19.8275,0.0,344.0,121.625,121.625,0.0,0.0,46.5,-92.2525,5.0,0.0,5.666666667,0.0,44.0,0.0,153.3333333,0.0,54.66666667,0.0,101.0,0.0,0.0,0.0,0.0,22.0,0.0,152.5933333,0.0,137.97,26.66666667,21.16666667,5.666666667,4.45,98.0,0.0,187.78,0.0,55.33333333,0.0,102.7933333,0.0,10.66666667,153.3333333,101.0,0.0,1.0,18,1.0666666666666667,0.0,0.07093821510297482,-0.6476018321896773,0.8537933697197312,0.06911447087885841,0.0,47.15083333333333
1,1,0.0,0.0,955,2301.0,507.88,447.9,2301.0,955,40.72,209.18,86.82,274,125,31,224.0,94.0,35.0,0.0,0.0,0.0,0.0,149.9899902,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,31.2275,259.25,39.99,1.2375,0.0,0.0,0.0,0.0,0.0,-43.25,-0.2475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,10.8,0.0,-0.16618635926993275,-0.0076797765883174305,0.0,0.0,0.0,15.61375
1,1,0.0,0.0,1307,2997.0,490.19,424.58,2997.0,1307,38.6,272.45,118.82,265,107,39,287.0,129.0,39.0,0.0,0.0,0.0,0.0,149.9899902,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,39.53,254.25,44.99,0.2475,0.75,0.2925,0.0,0.2925,0.0,-33.25,0.45,3.333333333,0.0,0.666666667,0.0,16.33333333,0.0,118.6666667,0.0,42.33333333,0.0,99.0,0.0,0.0,0.0,0.0,33.0,0.0,142.3333333,0.0,39.37666667,5.333333333,7.556666667,1.333333333,0.483333333,85.33333333,0.0,118.6433333,0.0,33.0,0.0,63.06666667,0.0,4.0,118.6666667,99.0,0.0,0.333333333,13,12.266666666666667,0.0,-0.13026444662095985,0.011102886750555145,0.007216876387860843,0.03342618383470023,0.0,19.765
1,1,0.0,0.0,2061,9223.0,1151.68,1071.7,9214.0,2056,76.55,658.14,146.86,860,194,78,496.0,122.0,57.0,0.0,0.0,0.0,0.0,99.98999023,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,77.8225,958.5,44.99,1.2375,104.0,41.595,41.4,0.195,0.0,295.5,-1.2525,2.0,0.0,2.333333333,0.0,15.0,0.0,85.33333333,0.0,15.0,0.0,66.66666667,0.0,0.666666667,4.333333333,4.043333333,4.666666667,0.0,170.3233333,0.0,130.0733333,35.66666667,104.24,9.0,112.92,34.0,0.0,101.22,0.0,45.66666667,0.0,199.1733333,0.0,4.333333333,85.33333333,66.66666667,0.0,0.333333333,15,1.3,0.0,0.30797290255341325,-0.015890132893526594,0.5277046528592724,0.05019305019112714,0.0006948063230849401,38.91125
1,1,0.0,0.0,981,4131.0,432.97,352.09,4074.0,974,58.68,679.0,162.33,512,151,57,679.0,162.0,59.0,0.0,0.0,0.0,0.0,59.98999023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,55.34,427.25,59.99,1.485,0.0,0.0,0.0,0.0,3.4025,-253.25,-4.32,15.33333333,0.0,0.666666667,0.0,23.66666667,0.0,127.0,0.0,35.33333333,0.0,91.66666667,0.0,0.333333333,3.666666667,3.59,14.33333333,0.333333333,182.9066667,0.0,94.58,27.66666667,55.54,6.333333333,29.83666667,66.0,0.0,147.73,0.0,52.66666667,0.0,129.7633333,0.0,16.0,127.0,91.66666667,0.0,0.0,7,6.7,0.0,-0.5913601868067717,-0.07667731629392971,0.0,0.125,0.0007783615481611209,27.67
1,1,0.0,0.0,2144,4189.0,1001.13,971.17,4156.0,2124,28.56,122.24,62.47,55,30,31,108.0,54.0,31.0,0.0,0.0,0.0,0.0,29.98999023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.0,30.27,41.25,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.25,-0.27,1.0,0.0,0.333333333,0.0,0.666666667,0.0,19.0,0.0,5.666666667,0.0,17.0,0.0,0.333333333,0.666666667,0.5,3.0,0.0,17.64,0.0,12.74666667,6.333333333,3.25,0.0,0.0,18.33333333,0.0,27.52666667,0.0,3.666666667,0.0,2.86,0.0,1.333333333,19.0,17.0,0.0,0.0,35,35.86666666666667,0.0,-0.9763313609467456,-0.008634473936680525,0.0,0.06666666665,0.007889546343195266,15.135
1,1,0.0,0.0,2849,8287.0,1028.32,915.27,7802.0,2699,50.85,433.44,149.94,94,34,22,300.0,102.0,51.0,0.0,0.0,0.0,0.0,29.98999023,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,16.8625,70.25,21.285,0.0,0.0,0.0,0.0,0.0,0.5775,-70.25,-16.8625,1.333333333,0.0,0.333333333,0.0,5.0,0.0,18.66666667,0.0,1.666666667,0.0,12.0,0.0,1.333333333,1.333333333,0.76,0.333333333,0.666666667,30.27,0.0,12.45,2.0,1.17,0.0,0.0,9.0,0.0,33.18666667,0.0,4.666666667,0.0,9.53,0.0,1.666666667,18.66666667,12.0,0.0,0.0,25,11.566666666666666,0.0,-0.9859649122807017,-0.9440167949615116,0.0,0.08474576271444988,0.018713450287719296,8.43125
4,2,0.0,0.0,4178,10682.0,312.89,270.23,10485.0,4083,22.52,873.75,340.25,1069,417,13,1124.0,435.0,16.0,0.0,0.0,0.0,0.0,99.98999023,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.9225,1088.5,10.0,0.0,4.75,1.2575,1.0625,0.195,0.665,58.5,-1.9225,12.66666667,0.0,1.666666667,0.0,60.0,0.0,315.3333333,0.333333333,218.6666667,0.0,244.3333333,0.333333333,0.0,0.0,0.0,134.3333333,0.333333333,335.67,0.61,336.2433333,43.0,35.57666667,7.666666667,14.43333333,217.3333333,0.0,305.0666667,0.0,223.6666667,0.333333333,366.8433333,0.61,14.33333333,315.6666667,244.6666667,0.0,4.333333333,13,0.5666666666666667,0.0,0.053694355208811384,-0.14877152253820858,0.09731089185529117,0.04526315787944599,0.0,2.3845
1,1,0.0,0.0,441,701.0,369.23,309.24,694.0,438,30.92,69.4,43.8,85,54,32,66.0,39.0,31.0,0.0,0.0,0.0,0.0,129.9899902,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,31.82,82.75,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.75,0.58,2.666666667,0.0,0.0,0.0,1.333333333,0.0,46.66666667,0.0,2.333333333,0.0,42.66666667,0.0,0.0,0.0,0.0,1.0,0.0,42.10666667,0.0,2.443333333,1.666666667,0.476666667,0.0,0.0,27.33333333,0.0,27.14,0.0,17.66666667,0.0,17.41,0.0,2.666666667,46.66666667,42.66666667,0.0,0.0,11,11.433333333333334,0.0,-0.06865671641791045,0.017672151127361365,0.0,0.05594405594713678,0.0,15.91
1,1,0.0,0.0,1588,7686.0,513.77,387.8,6954.0,1447,77.56,1390.8,289.4,1677,315,76,363.0,127.0,50.0,0.0,0.0,0.0,0.0,199.9899902,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,75.9225,1651.25,74.99,0.7425,0.0,0.0,0.0,0.0,0.0,-78.25,1.0475,23.33333333,0.0,0.666666667,0.0,93.0,0.0,363.3333333,0.0,117.0,0.0,251.6666667,0.0,6.0,8.333333333,5.393333333,71.33333333,1.333333333,1156.973333,0.0,492.3433333,44.0,40.77,16.0,41.77,206.0,0.0,562.5733333,0.0,131.0,0.0,1086.736667,0.0,24.0,363.3333333,251.6666667,0.0,20.0,7,6.233333333333333,0.0,-0.04735966106824028,0.013617602132015991,0.0,0.0658737420005374,0.003631411711302769,37.96125
1,1,0.0,0.0,1350,5213.0,704.95,659.73,5189.0,1342,54.98,432.42,111.83,437,115,58,405.0,102.0,56.0,0.0,0.0,0.0,0.0,79.98999023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,55.2675,334.0,41.98,0.0,0.0,0.0,0.0,0.0,0.0,-310.0,-9.2875,1.333333333,0.0,1.0,0.0,18.33333333,0.0,73.33333333,0.0,33.0,0.0,52.66666667,0.0,0.0,0.0,0.0,9.666666667,0.0,110.0966667,0.0,106.8066667,12.0,18.24666667,5.666666667,26.17333333,30.33333333,0.0,83.84333333,0.0,55.0,0.0,133.06,0.0,2.333333333,73.33333333,52.66666667,0.0,1.666666667,13,13.2,0.0,-0.9253731343283582,-0.16505975918603102,0.0,0.031390134526071305,0.0,27.63375
1,1,0.0,0.0,860,2448.0,391.64,356.02,2448.0,860,35.6,244.8,86.0,324,125,35,264.0,101.0,36.0,0.0,0.0,0.0,0.0,149.9899902,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,35.2375,345.25,44.99,0.2475,0.0,0.0,0.0,0.0,0.0,63.75,-0.2475,4.0,0.0,1.0,0.0,37.0,0.0,146.3333333,0.0,32.66666667,0.0,105.3333333,0.0,0.0,0.0,0.0,18.33333333,0.333333333,201.5633333,0.0,35.96333333,8.0,10.44,3.333333333,6.123333333,66.33333333,0.0,110.8633333,0.0,60.33333333,0.0,126.6633333,0.0,5.0,146.3333333,105.3333333,0.0,0.666666667,11,10.333333333333334,0.0,0.18411552346570398,-0.0068299413590893416,0.0,0.03393665159138839,0.0,17.61875
1,1,0.0,0.0,2099,5421.0,432.64,372.66,5385.0,2073,31.06,448.75,172.75,572,166,33,549.0,194.0,32.0,0.0,0.0,0.0,0.0,149.9899902,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,32.265,544.0,39.99,0.0,6.5,2.275,2.275,0.0,0.0,-85.0,-1.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,13.0,0.0,-0.1559633027522936,-0.05786863069292049,0.06839019990981511,0.0,0.0,16.1325
3,1,0.0,0.0,2570,4884.0,645.13,556.43,4628.0,2407,34.78,289.25,150.44,308,188,35,322.0,183.0,39.0,0.0,0.0,0.0,0.0,129.9899902,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.0,33.645,307.0,39.99,0.2475,9.0,3.15,3.15,0.0,0.2575,-4.0,-2.665,4.666666667,0.0,1.0,0.0,0.0,0.0,121.6666667,0.0,48.33333333,0.0,118.0,0.0,5.0,6.333333333,2.76,34.33333333,0.0,121.3333333,0.0,37.13,11.0,13.52333333,4.666666667,7.143333333,80.33333333,0.0,74.72666667,0.0,84.0,0.0,83.73666667,0.0,5.666666667,121.6666667,118.0,0.0,0.0,18,17.466666666666665,0.0,-0.012987012987012988,-0.07692307692307691,0.09092221099725789,0.046195652164077276,0.016233766233766232,8.41125
1,1,0.0,0.0,956,1613.0,493.46,460.37,1611.0,955,30.69,107.4,63.67,98,57,31,98.0,59.0,31.0,0.0,0.0,0.0,0.0,59.98999023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,41.46,148.5,29.99,0.0,32.0,11.2,11.2,0.0,0.0,150.5,33.33,0.333333333,0.0,4.333333333,0.0,6.333333333,0.0,38.66666667,0.0,27.66666667,0.0,28.0,0.0,0.0,0.0,0.0,10.0,1.0,27.38,0.0,76.76,3.333333333,2.923333333,1.333333333,6.936666667,30.66666667,0.0,61.05,0.0,24.66666667,0.0,43.09,0.0,4.666666667,38.66666667,28.0,0.0,0.0,16,16.633333333333333,0.0,1.0066889632107023,0.7849740932642486,0.26377767310409794,0.11764705882204649,0.0,20.73
2,2,0.0,0.0,3849,13245.0,1970.06,1889.18,13223.0,3840,157.43,1101.92,320.0,1600,459,234,1379.0,413.0,258.0,0.0,0.0,0.0,0.0,199.9899902,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,267.6775,1830.25,64.5725,0.7425,415.25,166.1,162.1,4.0,3.0125,691.75,100.1125,20.66666667,1.0,2.0,0.0,79.66666667,0.0,427.3333333,24.0,102.0,0.0,328.6666667,23.0,12.33333333,27.66666667,19.96333333,51.66666667,0.0,627.9266667,48.04666667,214.6733333,151.3333333,214.83,39.66666667,86.58666667,267.3333333,7.0,459.0066667,11.31,151.3333333,16.0,383.5933333,36.74,23.66666667,451.3333333,351.6666667,0.0,6.666666667,13,5.7,0.0,0.3777474402730375,0.3726121465325529,0.6182132854444454,0.05232129698985419,0.006734926050511946,89.22583333333334
2,2,0.0,0.0,4180,9053.0,1385.35,1345.69,9038.0,4169,42.05,282.44,130.28,398,154,57,391.0,154.0,57.0,0.0,0.0,0.0,0.0,29.98999023,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,56.1225,398.75,34.98,0.495,79.5,19.875,19.875,0.0,0.0,1.25,-3.9025,5.0,0.0,1.333333333,0.0,13.66666667,0.0,125.3333333,0.0,22.0,0.0,105.3333333,0.0,0.0,0.0,0.0,5.0,0.0,228.4266667,0.0,57.85333333,9.666666667,6.793333333,3.666666667,11.41666667,111.6666667,0.0,259.2033333,0.0,15.66666667,0.0,27.07666667,0.0,6.333333333,125.3333333,105.3333333,0.0,2.333333333,34,19.333333333333332,0.0,0.0031269543464665416,-0.06831808831896363,0.34793645236115367,0.05013192613196093,0.0,18.7075
